#||e||
1	9.8696	0	
2	7.99438	0	
3	6.47545	0	
4	5.24511	0	
5	4.24854	0	
6	3.44132	0	
7	2.78747	0	
8	2.25785	0	
9	1.82886	0	
10	1.48137	0	
11	1.19991	0	
12	0.97193	0	
13	0.787263	0	
14	0.637683	0	
15	0.516523	0	
16	0.418384	0	
17	0.338891	0	
18	0.274502	0	
19	0.222346	0	
20	0.180101	0	
21	0.145881	0	
22	0.118164	0	
23	0.0957128	0	
24	0.0775274	0	
25	0.0627972	0	
26	0.0508657	0	
27	0.0412012	0	
28	0.033373	0	
29	0.0270321	0	
30	0.021896	0	
31	0.0177358	0	
32	0.014366	0	
33	0.0116364	0	
34	0.00942552	0	
35	0.00763467	0	
36	0.00618408	0	
37	0.00500911	0	
38	0.00405738	0	
39	0.00328648	0	
40	0.00266205	0	
41	0.00215626	0	
42	0.00174657	0	
43	0.00141472	0	
44	0.00114592	0	
45	0.000928198	0	
46	0.00075184	0	
47	0.000608991	0	
48	0.000493282	0	
49	0.000399559	0	
50	0.000323643	0	
51	0.00026215	0	
52	0.000212342	0	
53	0.000171997	0	
54	0.000139318	0	
55	0.000112847	0	
56	9.14062e-05	0	
57	7.4039e-05	0	
58	5.99716e-05	0	
59	4.8577e-05	0	
60	3.93474e-05	0	
61	3.18714e-05	0	
62	2.58158e-05	0	
63	2.09108e-05	0	
64	1.69378e-05	0	
65	1.37196e-05	0	
66	1.11129e-05	0	
67	9.00142e-06	0	
68	7.29115e-06	0	
69	5.90583e-06	0	
70	4.78372e-06	0	
71	3.87482e-06	0	
72	3.1386e-06	0	
73	2.54227e-06	0	
74	2.05924e-06	0	
75	1.66798e-06	0	
76	1.35106e-06	0	
77	1.09436e-06	0	
78	8.86434e-07	0	
